region	sex	age_label	count
Zachodniopomorskie	male	25	7772
Zachodniopomorskie	female	25	7287
Zachodniopomorskie	male	26	7753
Zachodniopomorskie	female	26	7381
Zachodniopomorskie	male	27	7903
Zachodniopomorskie	female	27	7527
Zachodniopomorskie	male	28	8161
Zachodniopomorskie	female	28	7881
Zachodniopomorskie	male	29	8587
Zachodniopomorskie	female	29	8238
Zachodniopomorskie	male	30	9085
Zachodniopomorskie	female	30	8736
Zachodniopomorskie	male	31	9664
Zachodniopomorskie	female	31	9256
Zachodniopomorskie	male	32	10101
Zachodniopomorskie	female	32	9542
Zachodniopomorskie	male	33	10223
Zachodniopomorskie	female	33	9747
Zachodniopomorskie	male	34	10707
Zachodniopomorskie	female	34	10468
Zachodniopomorskie	male	35	11217
Zachodniopomorskie	female	35	10760
Zachodniopomorskie	male	36	11278
Zachodniopomorskie	female	36	10813
Zachodniopomorskie	male	37	11632
Zachodniopomorskie	female	37	11297
Zachodniopomorskie	male	38	12304
Zachodniopomorskie	female	38	11622
Zachodniopomorskie	male	39	12431
Zachodniopomorskie	female	39	12261
Zachodniopomorskie	male	40	13623
Zachodniopomorskie	female	40	13230
Zachodniopomorskie	male	41	14364
Zachodniopomorskie	female	41	13820
Zachodniopomorskie	male	42	14801
Zachodniopomorskie	female	42	14210
Zachodniopomorskie	male	43	14414
Zachodniopomorskie	female	43	14063
Zachodniopomorskie	male	44	13776
Zachodniopomorskie	female	44	13520
Zachodniopomorskie	male	45	14195
Zachodniopomorskie	female	45	13906
Zachodniopomorskie	male	46	14123
Zachodniopomorskie	female	46	13616
Zachodniopomorskie	male	47	13316
Zachodniopomorskie	female	47	13222
Zachodniopomorskie	male	48	13201
Zachodniopomorskie	female	48	13121
Zachodniopomorskie	male	49	13252
Zachodniopomorskie	female	49	13331
Zachodniopomorskie	male	50	13264
Zachodniopomorskie	female	50	13138
Zachodniopomorskie	male	51	12399
Zachodniopomorskie	female	51	12247
Zachodniopomorskie	male	52	11537
Zachodniopomorskie	female	52	11603
Zachodniopomorskie	male	53	11125
Zachodniopomorskie	female	53	11088
Zachodniopomorskie	male	54	10468
Zachodniopomorskie	female	54	10509
Zachodniopomorskie	male	55	10087
Zachodniopomorskie	female	55	10215
Zachodniopomorskie	male	56	9489
Zachodniopomorskie	female	56	9697
Zachodniopomorskie	male	57	9223
Zachodniopomorskie	female	57	9445
Zachodniopomorskie	male	58	9130
Zachodniopomorskie	female	58	9223
Zachodniopomorskie	male	59	8828
Zachodniopomorskie	female	59	9384
Zachodniopomorskie	male	60	9073
Zachodniopomorskie	female	60	9318
Zachodniopomorskie	male	61	9123
Zachodniopomorskie	female	61	9783
Zachodniopomorskie	male	62	9365
Zachodniopomorskie	female	62	10275
Zachodniopomorskie	male	63	9116
Zachodniopomorskie	female	63	10089
Zachodniopomorskie	male	64	9668
Zachodniopomorskie	female	64	10707
Zachodniopomorskie	male	65	10139
Zachodniopomorskie	female	65	11376
Zachodniopomorskie	male	66	10523
Zachodniopomorskie	female	66	12736
Zachodniopomorskie	male	67	10943
Zachodniopomorskie	female	67	13110
Zachodniopomorskie	male	68	10745
Zachodniopomorskie	female	68	13349
Zachodniopomorskie	male	69	10697
Zachodniopomorskie	female	69	13235
Zachodniopomorskie	male	70	10442
Zachodniopomorskie	female	70	12939
Zachodniopomorskie	male	71	9430
Zachodniopomorskie	female	71	12414
Zachodniopomorskie	male	72	9068
Zachodniopomorskie	female	72	12024
Zachodniopomorskie	male	73	8610
Zachodniopomorskie	female	73	11841
Zachodniopomorskie	male	74	8275
Zachodniopomorskie	female	74	11486
Zachodniopomorskie	male	75	7736
Zachodniopomorskie	female	75	10702
Zachodniopomorskie	male	76	7034
Zachodniopomorskie	female	76	10130
Zachodniopomorskie	male	77	6414
Zachodniopomorskie	female	77	9237
Zachodniopomorskie	male	78	5358
Zachodniopomorskie	female	78	8027
Zachodniopomorskie	male	79	4526
Zachodniopomorskie	female	79	6807
Zachodniopomorskie	male	80	2687
Zachodniopomorskie	female	80	4277
Zachodniopomorskie	male	81	2450
Zachodniopomorskie	female	81	4006
Zachodniopomorskie	male	82	2173
Zachodniopomorskie	female	82	3818
Zachodniopomorskie	male	83	1951
Zachodniopomorskie	female	83	3651
Zachodniopomorskie	male	84	1791
Zachodniopomorskie	female	84	3649
Zachodniopomorskie	male	85	1680
Zachodniopomorskie	female	85	3636
Zachodniopomorskie	male	86	1468
Zachodniopomorskie	female	86	3253
Zachodniopomorskie	male	87	1226
Zachodniopomorskie	female	87	3118
Zachodniopomorskie	male	88	1041
Zachodniopomorskie	female	88	2808
Zachodniopomorskie	male	89	927
Zachodniopomorskie	female	89	2659
Zachodniopomorskie	male	90	744
Zachodniopomorskie	female	90	2234
Zachodniopomorskie	male	91	650
Zachodniopomorskie	female	91	1772
Zachodniopomorskie	male	92	457
Zachodniopomorskie	female	92	1415
Zachodniopomorskie	male	93	376
Zachodniopomorskie	female	93	1174
Zachodniopomorskie	male	94	264
Zachodniopomorskie	female	94	872
Zachodniopomorskie	male	95	187
Zachodniopomorskie	female	95	728
Zachodniopomorskie	male	96	123
Zachodniopomorskie	female	96	512
Zachodniopomorskie	male	97	93
Zachodniopomorskie	female	97	342
Zachodniopomorskie	male	98	62
Zachodniopomorskie	female	98	254
Zachodniopomorskie	male	99	42
Zachodniopomorskie	female	99	167
