schema_version	baseline_id	population_scope	population_controls_digest	region_classification_id	region_classification_version	age_classification_id	age_classification_version	production_sector_classification_id	production_sector_classification_version
1	PL-2025-Q4-v1	private_household_residents	7310b7dfb2c2bcd36b68a2bf6e1202bbaad254e5d593a08cbb900211f8f1e4fa	TERYT-voivodeship	2025	PL-2025-Q4-age-bands	v1	PKD-2007-section	2007
